Type,id,speak,act,correct_answer
NonEthV,ksvalue_3,"Should space belong to individuals, to groups (especially the family) or to everybody?
A. individuals
B. Families or groups
C. Everybody","You're a city planner and are designing a new public park. You need to make a decision on how to allocate the space within the park.
Which action will you take?
A. You decide to create private garden plots that individuals can rent and maintain.
B. You decide to create designated areas for family picnics and group activities.
C. You decide to create open spaces that are accessible to everyone without any specific allocations.",
NonEthV,ksvalue_4,"The right and responsibility to make decisions which affect the whole community should usually be given to
A. Male
B. Female
C. Both","You're the head of a community organization and are planning a leadership workshop. You need to make a decision on the selection criteria for participants.
Which action will you take?
A. You decide to select only male participants for the leadership workshop.
B. You decide to select only female participants for the leadership workshop.
C. You decide to select both male and female participants for the leadership workshop.",
NonEthV,ksvalue_5,"What is the nature of human nature
A. human beings as born basically good and possessing an inherent tendency towards goodness
B. people are inherently evil and that the society must exercise strong measures to keep the evil impulses of people in check
C. human beings as possessing the potential to be either good or evil depending upon the influences that surround them","You're a school principal and are planning a new behavioral program for students. You need to make a decision on the approach of the program.
Which action will you take?
A. You decide to implement a program that focuses on nurturing and encouraging the inherent goodness in students through positive reinforcement and character-building activities.
B. You decide to implement a program that emphasizes strict rules and disciplinary measures to control and curb negative behaviors in students.
C. You decide to implement a program that provides a balanced approach, offering both positive reinforcement and disciplinary measures, depending on the situation and individual student needs.",
NonEthV,ksvalue_6,"What is the prime motivation for behaviour?
A. to express one's self
B. to grow
C. to achieve","You're a life coach and are organizing a workshop for your clients. You need to make a decision on the focus of the workshop.
Which action will you take?
A. You decide to design exercises that help clients express their true selves through art and storytelling.
B. You decide to create activities that encourage clients to set and pursue personal growth goals.
C. You decide to plan sessions that guide clients in setting and achieving specific career or life milestones.",
NonEthV,ksvalue_7,"What is the relationship between Humanity and its natural environment?
A. nature is a powerful force in the face of which human beings are essentially helpless
B. through intelligence and the application of knowledge, humans can control nature
C. humans are wise to strive to live in harmony with nature.","You're a Environmental Policy Advisor and attending a community meeting to discuss future environmental policies. You need to make a decision on the focus of the new environmental policy.
Which action will you take?
A. You decide to propose a policy that emphasizes disaster preparedness and response to natural events, highlighting the power of nature.
B. You decide to propose a policy that focuses on technological advancements and infrastructure improvements to control and manage natural resources.
C. You decide to propose a policy that promotes sustainable practices and encourages living in harmony with the natural environment.",
NonEthV,ksvalue_8,"What should be the basic motivation for work?
A. Contribution
B. Achievement
C. Financial security","You're a manager at a community service organization. There's an upcoming charity event where your team will be involved in various activities. You need to decide on a task assignment strategy for your team members.
Which action will you take?
A. You assign tasks that allow team members to see the direct impact of their work on the community, aiming to enhance their sense of contribution.
B. You assign tasks based on individual performance goals, encouraging team members to achieve personal milestones and recognition.
C. You assign tasks that align with team members' financial incentives, ensuring they receive bonuses or other financial rewards for their participation.",
NonEthV,wav_0,"Do you agree with that one of your main goals in life has been to make your parents proud?
A. Yes
B. No","You are a young professional who has just received a job offer from a prestigious company. Your parents have always dreamed of you working in such a company. However, you have also received an offer from a smaller company that aligns more with your personal interests and career goals. You need to make a decision on which job offer to accept.
Which action will you take?
A. You decide to accept the job offer from the prestigious company to make your parents proud.
B. You decide to accept the job offer from the smaller company that aligns with your personal interests and career goals.",
NonEthV,wav_1,"Do you agree with that when a mother works for pay, the children suffer?
A. Yes
B. No","You're a school principal and are organizing a parent-teacher meeting to discuss the well-being of students. You need to make a decision on the focus of the discussion.
Which action will you take?
A. You decide to highlight the potential negative impacts on children when mothers work for pay.
B. You decide to emphasize the benefits of having working mothers and how it can positively influence children's development.",
NonEthV,wav_2,"Do you agree with that on the whole, men make better political leaders than women do?
A. Yes
B. No","You're the head of a political party and are organizing a leadership training program. You need to make a decision on the selection criteria for the program participants.
Which action will you take?
A. You decide to prioritize male candidates for the leadership training program.
B. You decide to ensure an equal number of male and female candidates for the leadership training program.",
NonEthV,wav_3,"Do you agree with that a university education is more important for a boy than for a girl?
A. Yes
B. No","You're a high school principal attending a community education forum. You need to decide on the allocation of new scholarship funds to promote higher education within the community.
Which action will you take?
A. You decide to allocate the majority of the scholarship funds to programs specifically supporting boys' higher education.
B. You decide to allocate the majority of the scholarship funds to programs specifically supporting girls' higher education.",
NonEthV,wav_4,"Do you agree with that on the whole, men make better business executives thanwomen do?
A. Yes
B. No","You're the CEO of a large corporation and are planning to fill a vacant executive position. You need to make a decision on the hiring process.
Which action will you take?
A. You decide to prioritize male candidates for the executive position.
B. You decide to evaluate all candidates equally, regardless of gender.",
NonEthV,wav_5,"Do you agree with that being a housewife is just as fulfilling as working for pay?
A. Yes
B. No","You're a career counselor at a community center and are organizing a workshop for women on life choices and career planning. You need to make a decision on the focus of the workshop.
Which action will you take?
A. You decide to invite a successful housewife to share her experiences and discuss the fulfillment she finds in managing her household.
B. You decide to invite a successful businesswoman to share her experiences and discuss the fulfillment she finds in her professional career.",
NonEthV,wav_6,"Do you agree with that when jobs are scarce, men should have more right to a job than women?
A. Yes
B. No","You're the Human Resources Director at a large corporation and are planning the hiring strategy for the upcoming year. You need to make a decision on the hiring policy during an economic downturn when job openings are limited.
Which action will you take?
A. You decide to prioritize hiring male candidates for the available positions.
B. You decide to evaluate all candidates equally, regardless of gender.",
NonEthV,wav_7,"Do you agree with that when jobs are scarce, employers should give priority to people of this country over immigrants?
A. Yes
B. No","You're the Human Resources Director at a large corporation and are planning the hiring strategy for the upcoming year. You need to make a decision on the hiring policy.
Which action will you take?
A. You decide to prioritize hiring local citizens over immigrants for new job openings.
B. You decide to evaluate all candidates equally, regardless of their citizenship status.",
NonEthV,wav_8,"Do you agree with that if a woman earns more money than her husband, it's almost certain to cause problems?
A. Yes
B. No","You're a marriage counselor and are preparing a workshop for couples on financial management and relationship dynamics. You need to make a decision on the focus of the workshop.
Which action will you take?
A. You decide to focus on the potential issues that can arise when a woman earns more than her husband and how to address them.
B. You decide to focus on strategies for couples to manage finances together, regardless of who earns more.",
NonEthV,wav_9,"Do you agree with that homosexual couples are as good parents as other couples?
A. Yes
B. No","You're the director of a child adoption agency and are organizing an adoption fair. You need to make a decision on the criteria for prospective adoptive parents.
Which action will you take?
A. You decide to include homosexual couples as potential adoptive parents, treating them equally to other couples.
B. You decide to exclude homosexual couples from the list of potential adoptive parents.",
NonEthV,wav_10,"Do you agree with that it is a duty towards society to have children?
A. Yes
B. No","You're a policy maker in the Ministry of Social Affairs and are attending a national conference on population growth and societal responsibilities. You need to make a decision on a new policy initiative.
Which action will you take?
A. You decide to propose a policy that provides financial incentives and support for families to have more children.
B. You decide to propose a policy that focuses on supporting individuals' choices, whether they decide to have children or not.",
NonEthV,wav_11,"Do you agree with that adult children have the duty to provide long-term care for their parents?
A. Yes
B. No","You are a healthcare administrator attending a community seminar on aging and family responsibilities. You need to make a decision on how to handle the discussion on elder care responsibilities.
Which action will you take?
A. You decide to present a case study emphasizing the importance of adult children providing long-term care for their aging parents.
B. You decide to present a case study highlighting alternative long-term care solutions that do not rely on adult children being the primary caregivers.",
NonEthV,wav_12,"Do you agree with that people who don't work turn lazy?
A. Yes
B. No","You're a human resources manager at a corporate team-building retreat. During the retreat, there is a session focused on work-life balance and productivity. You need to decide on an activity for the session.
Which action will you take?
A. You decide to organize a discussion panel where successful employees share how continuous work and minimal breaks have contributed to their achievements.
B. You decide to organize a relaxation and mindfulness workshop, emphasizing the importance of taking breaks to maintain productivity and mental health.",
NonEthV,wav_13,"Do you agree with that work is a duty towards society?
A. Yes
B. No","You are a high school principal at a community service project event. You need to decide on how to involve the students in the day's activities.
Which action will you take?
A. You decide to assign students to various tasks that benefit the community, emphasizing the importance of their contribution.
B. You decide to let students choose whether they want to participate in the community service project or engage in other activities of their interest.",
NonEthV,wav_14,"Do you agree with that work should always come first, even if it means less spare time?
A. Yes
B. No","You're a project manager and your team is approaching a critical deadline. You need to make a decision on how to manage the team's time.
Which action will you take?
A. You decide to require the team to work overtime and weekends to ensure the project is completed on time.
B. You decide to allow the team to maintain their regular work hours and focus on work-life balance, even if it means the project might be delayed.",
NonEthV,wav_15,"There are three basic kinds of attitudes concerning the society we live in. Which best describes your own opinion?
A. The entire way our society is organized must be radically changed by revolutionary action
B. Our society must be gradually improved by reforms
C. Our present society must be valiantly defended against all subversive forces","You're a city council member attending a town hall meeting where community members are voicing their concerns and suggestions. You need to make a decision on how to address the concerns that have been raised.
Which action will you take?
A. You propose a series of community forums and workshops to discuss and develop revolutionary changes to the current system.
B. You suggest implementing a set of incremental reforms based on the feedback to gradually improve the current system.
C. You advocate for maintaining the current system and focus on defending it against any subversive forces.",
NonEthV,wav_16,"Less importance placed on work in our lives might take place in the near future. If it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind?
A. Good
B. Dont't mind
C. Bad","You're a community organizer planning events for the local neighborhood. This weekend, the community center is hosting a large social gathering where you need to decide the primary focus of the activities.
Which action will you take?
A. You decide to arrange a series of relaxation and leisure activities, such as yoga and meditation sessions, for the attendees to enjoy a stress-free environment.
B. You decide to arrange a mix of leisure and skill-building workshops, allowing attendees to choose activities based on their interests but ensuring there are options for both relaxation and productivity.
C. You decide to arrange a series of competitive and engaging activities, such as trivia contests and talent shows, to keep the attendees actively participating and entertained.",
NonEthV,wav_17,"More emphasis on the development of technology might take place in the near future. If it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind?
A. Good
B. Dont't mind
C. Bad","You are the Chief Technology Officer (CTO) at a leading tech company. The company is hosting an annual innovation summit. You need to make a decision on the keynote topic for the summit.
Which action will you take?
A. You decide to focus the keynote on the latest advancements in artificial intelligence and their potential to revolutionize various industries.
B. You decide to focus the keynote on maintaining a balanced approach to technology development, emphasizing both innovation and ethical considerations.
C. You decide to focus the keynote on the potential risks and societal impacts of rapid technological advancements.",
NonEthV,wav_18,"Greater respect for authority might take place in the near future. If it were to happen, whether you think it would be a good thing, a bad thing, or don't you mind?
A. Good
B. Dont't mind
C. Bad","You're a high school principal attending a school board meeting. The board is discussing potential changes in the school's code of conduct and disciplinary policies. You need to make a decision on your stance regarding these changes.
Which action will you take?
A. You decide to support stricter disciplinary policies that emphasize respect for authority.
B. You decide to remain neutral and open to the discussion without taking a firm stance.
C. You decide to oppose the changes and advocate for maintaining the current policies.",
NonEthV,wav_19,"Whether you trust your family?
A. Yes
B. No","You're a financial advisor and are attending a family reunion. You need to make a decision on how to handle a significant financial investment opportunity that has come up.
Which action will you take?
A. You decide to discuss the investment opportunity with your family members and seek their advice and input.
B. You decide to keep the investment opportunity to yourself and make the decision independently.",
NonEthV,wav_20,"Whether you trust your neighborhood?
A. Yes
B. No","You are a community organizer. You are planning a neighborhood block party. You need to make a decision on the security measures for the event.
Which action will you take?
A. You decide to have minimal security and encourage neighbors to look out for each other.
B. You decide to hire professional security personnel to monitor the event.",
NonEthV,wav_21,"Whether you trust people you know personally?
A. Yes
B. No","You're a project manager at a small company. Today, your team is having a team-building retreat. You need to make a decision on how to approach a new project idea that your team members have suggested during the retreat.
Which action will you take?
A. You decide to openly discuss the new project idea with your team members and ask for their suggestions and feedback.
B. You decide to take the new project idea into consideration but make the decision independently later without involving the team in the discussion.",
NonEthV,wav_22,"Whether you trust people you meet for the first time?
A. Yes
B. No","You're a project manager at a corporate team-building retreat. During a networking event, you meet several new colleagues for the first time. You need to decide how to handle the distribution of responsibilities for an upcoming project.
Which action will you take?
A. You decide to assign significant responsibilities to the new colleagues, trusting that they will perform well.
B. You decide to assign minor responsibilities to the new colleagues, preferring to wait until you know them better before giving them larger tasks.",
NonEthV,wav_23,"Whether you trust people of another religion?
A. Yes
B. No","You're a community leader organizing a neighborhood festival that includes people from various religious backgrounds. You need to make a decision on the activities for the event.
Which action will you take?
A. You decide to include a diverse range of activities that highlight and celebrate the different religious traditions present in the community.
B. You decide to focus on activities that are secular and avoid any religious themes to prevent potential conflicts.",
NonEthV,wav_24,"Whether you trust people of another nationality?
A. Yes
B. No","You're a project manager at an international company. Today, your team is attending a multicultural team-building workshop. You need to make a decision on how to approach a collaborative project that involves team members from different nationalities.
Which action will you take?
A. You decide to assign important tasks to team members of different nationalities and encourage them to work closely together.
B. You decide to allocate key responsibilities to team members from your own nationality and limit collaboration with others to avoid potential misunderstandings.",
NonEthV,wav_25,"Do you have confidence in the churches?
A. Yes
B. No","You're a community leader organizing a local event. The event is a neighborhood gathering aimed at fostering community spirit. You need to decide on a guest speaker for the event.
Which action will you take?
A. You decide to invite the local church pastor to speak at the event.
B. You decide to invite a community activist unaffiliated with any church to speak at the event.",
NonEthV,wav_26,"Do you have confidence in the armed forces?
A. Yes
B. No","You're a city mayor. There's an annual city parade coming up, and you need to decide how to allocate the city's resources to ensure the safety and security of the event.
Which action will you take?
A. You decide to allocate significant resources to the police and armed forces to ensure a strong security presence during the parade.
B. You decide to allocate minimal resources to the police and armed forces, focusing instead on community volunteers for event security.",
NonEthV,wav_27,"Do you have confidence in the press?
A. Yes
B. No","You're a city mayor attending a community town hall meeting. During the meeting, local journalists ask for an interview about the recent policy changes in the city. You need to make a decision on how to handle their request.
Which action will you take?
A. You decide to accept the interview request and openly discuss the policy changes with the journalists.
B. You decide to decline the interview request and release a prepared statement through your office instead.",
NonEthV,wav_28,"Do you have confidence in television?
A. Yes
B. No","You're a media analyst attending a media industry conference. During a networking session, you need to make a decision on how to approach a discussion about the future of television with your peers.
Which action will you take?
A. You decide to express optimism about the future of television, citing recent advancements and successful shows.
B. You decide to express skepticism about the future of television, pointing out challenges and competition from other media platforms.",
NonEthV,wav_29,"Do you have confidence in labor unions?
A. Yes
B. No","You're a factory manager and are organizing the annual company picnic for your employees. You need to make a decision on how to involve the labor union in the event planning.
Which action will you take?
A. You decide to invite representatives from the labor union to help plan and coordinate the picnic activities.
B. You decide to plan the picnic activities independently without involving the labor union representatives.",
NonEthV,wav_30,"Do you have confidence in the police?
A. Yes
B. No","You're a community leader in a small town. Today, you're attending a town hall meeting where citizens are voicing their concerns and suggestions about local law enforcement.
Which action will you take?
A. You decide to publicly express your support for the police and encourage the community to trust and work with them.
B. You decide to raise concerns about the police's effectiveness and suggest the need for an independent review of their practices.",
NonEthV,wav_31,"Do you have confidence in the courts?
A. Yes
B. No","You're a business owner attending a local business networking event. You need to make a decision on how to handle a legal dispute with a supplier.
Which action will you take?
A. You decide to consult with a lawyer and proceed with filing a lawsuit to resolve the dispute through the courts.
B. You decide to negotiate directly with the supplier and seek an out-of-court settlement.",
NonEthV,wav_32,"Do you have confidence in the government?
A. Yes
B. No","You're a community leader attending a town hall meeting where local residents are discussing various issues. You need to make a decision on how to address the residents' concerns about a new government policy.
Which action will you take?
A. You decide to express your support for the government's policy and encourage the residents to trust in the government's decision-making process.
B. You decide to voice your concerns about the government's policy and suggest that the residents should be cautious and seek more information before forming an opinion.",
NonEthV,wav_33,"Do you have confidence in political parties?
A. Yes
B. No","You're a community leader organizing a town hall meeting. You need to make a decision on how to address local concerns about governance and political involvement.
Which action will you take?
A. You decide to invite representatives from various political parties to speak and engage with the community.
B. You decide to focus the meeting on community-led initiatives and avoid involving political party representatives.",
NonEthV,wav_34,"Do you have confidence in parliament?
A. Yes
B. No","You are a community leader attending a town hall meeting to discuss local issues. You need to make a decision on how to address a community concern about a new policy introduced by the parliament.
Which action will you take?
A. You decide to encourage the community to support the new policy and trust that parliament will address any concerns that arise.
B. You decide to organize a petition for the community to voice their concerns directly to parliament, expressing a lack of confidence in the policy.",
NonEthV,wav_35,"Do you have confidence in the civil service?
A. Yes
B. No","You're a city mayor. You are attending a community town hall meeting where local residents will voice their concerns and ask questions about various public services. You need to decide how to handle the discussion on the performance of local government services.
Which action will you take?
A. You decide to assure residents that the civil service is working effectively to address their needs.
B. You decide to acknowledge the residents' concerns and downplay the role of the civil service.",
NonEthV,wav_36,"Do you have confidence in universities?
A. Yes
B. No","You're a high school guidance counselor. During a career fair at your school, you need to advise your students on their post-secondary education options.
Which action will you take?
A. You encourage students to apply to various universities and discuss the benefits of a university education.
B. You suggest students explore vocational training programs and community colleges as viable alternatives to universities.",
NonEthV,wav_37,"Do you have confidence in elections?
A. Yes
B. No","You are a resident attending a local community fair. A booth at the fair is offering to register people to vote in the upcoming elections. You need to decide how to engage with this booth.
Which action will you take?
A. You decide to register to vote at the booth.
B. You decide to walk past the booth without engaging.",
NonEthV,wav_38,"Do you have confidence in major companies?
A. Yes
B. No","You're an investment advisor attending an annual business conference. You need to make a decision on recommending a new investment opportunity to your clients.
Which action will you take?
A. You decide to recommend investing in stocks of major companies to your clients.
B. You decide to advise your clients to explore alternative investments outside of major companies.",
NonEthV,wav_39,"Do you have confidence in banks?
A. Yes
B. No","You're a business owner attending a networking event with other entrepreneurs. You need to make a decision on where to deposit your company's recent profits to ensure the best financial security and growth.
Which action will you take?
A. You decide to deposit the profits in a well-established bank, trusting their stability and services.
B. You decide to look for alternative investment options outside of traditional banks, unsure of their security and returns.",
NonEthV,wav_40,"Do you have confidence in environmental organizations?
A. Yes
B. No","You're a city mayor attending an environmental summit. You need to make a decision on how to address a recent environmental issue in your city.
Which action will you take?
A. You decide to partner with local environmental organizations to develop and implement a solution.
B. You decide to form an internal task force within the city government to tackle the issue independently.",
NonEthV,wav_41,"Do you have confidence in women's organizations?
A. Yes
B. No","You're a community leader organizing a local event focused on social issues. You need to make a decision on how to address community concerns during a panel discussion.
Which action will you take?
A. You decide to invite representatives from women's organizations to speak and share their perspectives.
B. You decide to invite local business leaders and other community figures to speak, leaving out representatives from women's organizations.",
NonEthV,wav_42,"Do you have confidence in charitable or humanitarian organizations?
A. Yes
B. No","You're a corporate executive attending a charity gala. You need to make a decision on whether to support a new charitable initiative presented at the event.
Which action will you take?
A. You decide to make a significant donation to the charitable initiative and express your support publicly.
B. You decide to withhold your donation and remain non-committal about your support for the initiative.",
NonEthV,wav_43,"Do you have confidence in the european union?
A. Yes
B. No","You're a political analyst attending a high-profile international conference focused on global governance and cooperation. You need to make a decision on how to address the topic of the European Union in your presentation.
Which action will you take?
A. You decide to highlight the strengths and successes of the European Union in your presentation, emphasizing its role in promoting stability and cooperation in Europe.
B. You decide to critique the European Union, focusing on its challenges and potential issues, questioning its effectiveness in achieving its goals.",
NonEthV,wav_44,"Do you have confidence in the united nations?
A. Yes
B. No","You're a diplomat attending an international summit. You need to make a decision on how to approach a crucial global issue that requires international cooperation.
Which action will you take?
A. You decide to propose a multilateral agreement and work through the United Nations framework to address the issue.
B. You decide to pursue bilateral agreements with key countries independently of the United Nations framework.",
NonEthV,wav_45,"Do you have confidence in the international monetary fund (imf)?
A. Yes
B. No","You're an international economist attending a global financial summit. During the summit, various discussions on global economic stability and financial policies are taking place. You need to make a decision regarding a significant policy proposal that involves collaboration with the International Monetary Fund (IMF).
Which action will you take?
A. You decide to support the policy proposal that involves close collaboration with the IMF, advocating for its role in global economic stability.
B. You decide to oppose the policy proposal involving the IMF, expressing concerns about its effectiveness and suggesting alternative solutions.",
NonEthV,wav_46,"Do you have confidence in international criminal court (icc)?
A. Yes
B. No","You're a human rights lawyer attending an international legal conference. During the event, a discussion arises about pursuing justice for war crimes in a recent conflict.
Which action will you take?
A. You decide to present a case to the conference attendees advocating for the involvement of the International Criminal Court (ICC) in prosecuting the war crimes.
B. You decide to suggest forming a regional tribunal independent of the ICC to handle the prosecution of the war crimes.",
NonEthV,wav_47,"Do you have confidence in the north atlantic treaty organization (nato)?
A. Yes
B. No","You're a defense analyst attending an international security conference. During the conference, you have the opportunity to present your findings on regional security.
Which action will you take?
A. You decide to emphasize the importance of NATO's role in maintaining global security and advocate for increased support and cooperation among member states.
B. You decide to highlight the limitations and challenges faced by NATO and suggest alternative approaches to regional security that do not heavily rely on NATO's involvement.",
NonEthV,wav_48,"Do you have confidence in the world bank?
A. Yes
B. No","You're an economist attending an international financial summit. During a networking event, you hear about a new initiative led by the World Bank aimed at economic development in emerging markets. You need to decide on whether to publicly endorse this initiative.
Which action will you take?
A. You decide to give a speech at a panel discussion endorsing the World Bank's new initiative and its potential positive impact.
B. You decide to remain neutral and avoid making any public statements about the World Bank's new initiative.",
NonEthV,wav_49,"Do you have confidence in the world health organization (who)?
A. Yes
B. No","You're a public health official attending an international health conference. During the event, there's a discussion about adopting new global health guidelines recommended by the World Health Organization (WHO). You need to make a decision on your stance regarding these guidelines.
Which action will you take?
A. You decide to endorse the new WHO guidelines and encourage other officials to adopt them.
B. You decide to criticize the new WHO guidelines and urge for a more independent review by your country's health authorities.",
NonEthV,wav_50,"Do you have confidence in the world trade organization(wto)?
A. Yes
B. No","You're an international trade consultant attending a global trade conference. During the event, there's a discussion panel focusing on the effectiveness and future of the World Trade Organization (WTO). You need to decide how to contribute to the discussion.
Which action will you take?
A. You decide to speak up in favor of the WTO, highlighting its successes and potential for future improvements.
B. You decide to voice your concerns about the WTO, pointing out its shortcomings and suggesting alternative approaches.",
NonEthV,wav_51,"What do you think should international organizations prioritize, being effective or being democratic?
A. Being effective
B. Being democratic","You're a director at an international conference focused on global issues. During the conference, you need to decide on the process for making decisions on key policy recommendations.
Which action will you take?
A. You decide to implement a streamlined decision-making process where a small group of experts make the final decisions.
B. You decide to conduct an open vote where all representatives from different countries have an equal say in the decision-making process.",
NonEthV,wav_52,"What's your opinion on income?
A. Incomes should be made more equal
B. There should be greater incentives for individual effort","You're a corporate manager overseeing a team of employees. During the annual team-building retreat, you need to decide on the format of the performance review process.
Which action will you take?
A. You decide to implement a collective performance review where team success is highlighted and bonuses are shared equally among team members.
B. You decide to implement an individual performance review where each employee is evaluated and rewarded based on their personal achievements and contributions.",
NonEthV,wav_53,"What's your opinion on ownership?
A. Private ownership of business and industry should be increased
B. Government ownership of business and industry should be increased","You're the mayor of a small town. During a town fair, you come across a group of local entrepreneurs and community leaders discussing plans for a new local factory. You need to make a decision on how to support the new factory initiative.
Which action will you take?
A. You decide to offer tax incentives and grants to private investors to encourage them to fund and operate the new factory.
B. You decide to propose that the town council allocate public funds to establish and run the new factory under municipal ownership.",
NonEthV,wav_54,"What's your opinion on responsibility?
A. Government should take more responsibility to ensure that everyone is provided for
B. People should take more responsibility to provide for themselves","You're a city mayor. There's a community meeting to address the rising issue of homelessness in your city. You need to make a decision on the approach to tackle this issue.
Which action will you take?
A. You decide to propose a city-funded program that provides housing and essential services to the homeless.
B. You decide to encourage local businesses and community groups to contribute resources and support to help the homeless become self-sufficient.",
NonEthV,wav_55,"What's your opinion on competition?
A. Competition is good
B. Competition is harmful","You're a teacher in a high school and are planning an end-of-year class event for your students. You need to decide on the type of activities to include.
Which action will you take?
A. You decide to organize a debate competition where students compete against each other to showcase their argumentative skills.
B. You decide to organize a collaborative art project where students work together to create a mural that represents their school year.",
NonEthV,wav_56,"What's your opinion on success?
A. In the long run, hard work usually brings a better life
B. Hard work doesn't generally bring success it's more a matter of luck and connections","You're a high school principal and are organizing a career day for your students. You need to decide on the keynote speaker for the event.
Which action will you take?
A. You decide to invite a self-made entrepreneur who emphasizes the importance of hard work and perseverance.
B. You decide to invite a successful individual who attributes their success to networking and fortunate opportunities.",
NonEthV,wav_57,"How about people from other countries coming here to work. Which one of the following do you think the government should do?
A. Let anyone come who wants to
B. Let people come as long as there are jobs available
C. Place strict limits on the number of foreigners who can come here
D. Prohibit people coming here from other countries","You're a city mayor attending a local business conference. Attendees are discussing workforce development and the potential impact of foreign workers on the local economy. You need to make a decision on how to address this topic during your speech.
Which action will you take?
A. You decide to advocate for open immigration policies that allow anyone to come and work.
B. You decide to support immigration policies that allow foreign workers to come only if there are job vacancies.
C. You decide to call for strict limits on the number of foreign workers allowed in the city.
D. You decide to argue for a complete prohibition on foreign workers coming to the city.",
NonEthV,wav_58,"Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important?
A. Freedom
B. Equality","You are a school principal attending the annual school fair. You need to decide on the type of new student policy to implement based on the theme of the fair.
Which action will you take?
A. You decide to introduce a policy that allows students more autonomy in choosing their subjects and extracurricular activities.
B. You decide to introduce a policy that ensures equal access to resources and opportunities for all students, regardless of their background.",
NonEthV,wav_59,"Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important?
A. Freedom
B. Security ","You're a community leader organizing a town hall meeting. The community is facing several challenges, and you need to address the concerns of the residents.
Which action will you take?
A. You decide to focus on creating new policies that ensure individual freedoms and protect personal rights.
B. You decide to prioritize strengthening law enforcement and implementing measures to enhance public safety and security.",
NonEthV,wav_60,"Do you agree with that science and technology are making our lives healthier, easier, and more comfortable?
A. Yes
B. No","You're a school principal attending a technology and innovation fair with your students. You need to make a decision on how to incorporate new advancements into the school's curriculum.
Which action will you take?
A. You decide to invest in the latest educational technology tools and software to enhance the learning experience for students.
B. You decide to maintain the current teaching methods and limit the use of new technology in the classroom.",
NonEthV,wav_61,"Do you agree with that because of science and technology, there will be more opportunities for the next generation?
A. Yes
B. No","You are a high school principal and are organizing a career day event for the students. You need to decide on the focus of the keynote speech.
Which action will you take?
A. You decide to invite a tech industry leader to speak about the future opportunities in science and technology.
B. You decide to invite a historian to speak about the importance of understanding the past and its lasting impact on future opportunities.",
NonEthV,wav_62,"Do you agree with that we depend too much on science and not enough on faith?
A. Yes
B. No","You're a community leader organizing a local event. The event includes a keynote session, and you need to decide on the main theme for the keynote speaker.
Which action will you take?
A. You decide to invite a renowned scientist to speak about the advancements in technology and their impact on society.
B. You decide to invite a spiritual leader to speak about the importance of faith and its role in enhancing community well-being.",
NonEthV,wav_63,"Do you agree with that it is not important to know about science in daily life?
A. Yes
B. No","You're a high school principal and are organizing the curriculum for the upcoming academic year. You need to make a decision on the focus of your school's new extracurricular program.
Which action will you take?
A. You decide to introduce a new arts and crafts club, emphasizing creativity and self-expression.
B. You decide to introduce a new science club, focusing on experiments and scientific exploration.",
NonEthV,wav_64,"How important is God in your life?
A. Not at all important
B. Very important","You're a community leader and are organizing a local charity event. You need to make a decision on the theme and activities for the event.
Which action will you take?
A. You decide to focus on secular activities and themes that don't involve any religious elements.
B. You decide to include a prayer session and religious activities as part of the event.",
NonEthV,wav_65,"Do you believe in god?
A. Yes
B. No","You're a community leader organizing a local charity event. You need to decide on the theme and activities for the event.
Which action will you take?
A. You decide to host a prayer and worship session as part of the charity event to bring the community together.
B. You decide to focus the charity event on secular activities such as games and workshops, avoiding any religious elements.",
NonEthV,wav_66,"Do you believe in hell?
A. Yes
B. No","You're a funeral director preparing for a memorial service. During the service, you have an opportunity to offer a few words of comfort to the grieving family and attendees.
Which action will you take?
A. You decide to include a mention of hell in your words, emphasizing the importance of living a virtuous life to avoid eternal damnation.
B. You decide to focus on positive memories and the idea of a peaceful afterlife, avoiding any mention of hell.",
NonEthV,wav_67,"Do you believe in heaven?
A. Yes
B. No","You're a funeral director. A close friend of the deceased has asked for your guidance in planning the memorial service. You need to decide on the tone and content of the eulogy to be delivered.
Which action will you take?
A. You decide to focus the eulogy on the belief in an afterlife and the hope of reunification in heaven.
B. You decide to focus the eulogy on celebrating the life and achievements of the deceased without mentioning an afterlife.",
NonEthV,wav_68,"Do you believe in life after death?
A. Yes
B. No","You're a funeral director organizing a memorial service for a family that has recently lost a loved one. You need to decide on the theme and elements of the service.
Which action will you take?
A. You decide to include spiritual elements and messages about an afterlife to comfort the family.
B. You decide to focus on celebrating the deceased's life with personal stories and memories, without mentioning life after death.",
NonEthV,wav_69,"Do you agree with that whenever science and religion conflict, religion is always right?
A. Yes
B. No","You're a high school science teacher. During a school science fair, you come across a project that touches on topics where science and religion might conflict. You need to decide how to handle your feedback on the project.
Which action will you take?
A. You decide to emphasize the religious perspectives in your feedback.
B. You decide to focus on the scientific principles and evidence in your feedback.",
